jobtitle|company|city|state|date|snippet|url|latitude|longitude|formattedRelativeTime
Data Analyst - Data Science|Hulu|Santa Monica|CA|Fri, 08 Jan 2016 01:56:36 GMT|Hulu’s Data Science team is seeking a Data Analyst who will be an exceptional addition to our Data Science team....|http://www.indeed.com/viewjob?jk=6735f989abcde8af&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqcsbq6acdk|34.01923|-118.48901|8 days ago
Global Data Analyst, San Francisco|Uber|San Francisco|CA|Thu, 14 Jan 2016 19:11:43 GMT|Data drives the core of Uber’s operations, and we have a challenge for you.As a Global Data Analyst on Uber’s PRO team (Process, Resource, &amp; Optimization), you...|http://www.indeed.com/viewjob?jk=17c6a2ede463dfff&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|37.771976|-122.40659|1 day ago
Data Analyst|Turo|San Francisco|CA|Fri, 08 Jan 2016 08:24:31 GMT|2+ years experience in data analytics, data science, business intelligence, statistics, management consulting, or related....|http://www.indeed.com/viewjob?jk=7ccdac8aa7c76492&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|37.774727|-122.41758|7 days ago
Data Analyst|LogicNow|Cambridge|MA|Wed, 02 Dec 2015 18:54:55 GMT|LogicNow is looking for a Data Analyst to join our Strategic Data Team based in Cambridge, MA. Strong data analysis skills:....|http://www.indeed.com/viewjob?jk=6220137e7b2f7ea4&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|42.373627|-71.10439|30+ days ago
Business Intelligence Analyst|Credit Karma|San Francisco|CA|Thu, 07 Jan 2016 02:14:13 GMT|Source data, transform data and build visualization. The BI Analyst will also go on to source data from a variety of sources and transform data using tools....|http://www.indeed.com/viewjob?jk=dd754c50f67f646d&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|37.774727|-122.41758|9 days ago
Data Analyst|Collabera|Chesterfield|MO|Fri, 15 Jan 2016 05:14:30 GMT|Collaborate with system integration and data warehouse engineers on data extraction and data cleaning. Proficient in Python is highly desired....|http://www.indeed.com/viewjob?jk=f633c65f58cd8e93&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|38.662086|-90.57692|23 hours ago
Energy Analyst Supply|EnerNOC|Boston|MA|Sat, 07 Nov 2015 16:05:49 GMT|Energy Intelligence is a team of energy engineers, data analysts, economists, customer advisors, account managers, staff managers, visionary “practice leads”...|http://www.indeed.com/viewjob?jk=54fcb17bfbeabcc6&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|42.357143|-71.05495|30+ days ago
Benefit Funds Investment Analyst Job|3M|Maplewood|MN|Wed, 23 Dec 2015 06:41:55 GMT|MBA and/or CFA (Chartered Financial Analyst). Enhance automation of investment/derivative analysis using the Python programming language....|http://www.indeed.com/viewjob?jk=638779e4deb777ce&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|44.95055|-92.99451|23 days ago
Data Analyst|PayScale, Inc.|Seattle|WA|Tue, 05 Jan 2016 23:19:23 GMT|We are looking for a self-motivated Data Analyst with a passion for solving analytical problems to join our Data Analytics team based in Pioneer Square....|http://www.indeed.com/viewjob?jk=72e6d91acde9b794&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|47.576923|-122.32967|10 days ago
Data Analyst - (Prevention) Trust & Safety|Uber|San Francisco|CA|Thu, 14 Jan 2016 19:11:58 GMT|We are looking for a data analyst to serve as the front line to triage and tackle our growing breadth of data questions....|http://www.indeed.com/viewjob?jk=d8dda5ae33fa0b7e&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|37.771976|-122.40659|1 day ago
Associate Big Data Analyst|L Brands|Reynoldsburg|OH|Thu, 17 Dec 2015 02:17:59 GMT|Builds data visualization prototypes. Identifies unique opportunities to collect new data. Designs new processes and builds large, complex data sets....|http://www.indeed.com/viewjob?jk=ed4c021aa1eaa9a3&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|39.953297|-82.80769|30 days ago
Data Insight Analyst|IMVU|Mountain View|CA|Thu, 10 Dec 2015 17:25:20 GMT|Data Insight Analyst. Building rich tooling based on Linux, Python, and AWS, enabling others on the team to work with data effectively....|http://www.indeed.com/viewjob?jk=fe355d1cd3a6a516&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|37.384617|-122.08242|30+ days ago
Consumer Data Visualization Analyst|Trulia|San Francisco|CA|Thu, 07 Jan 2016 06:50:29 GMT|This Consumer Data Visualization Analyst will work directly with Consumer Product and New Ventures leadership groups to develop reporting via dashboards and...|http://www.indeed.com/viewjob?jk=365b40d3ceabffc5&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|37.774727|-122.41758|8 days ago
Data Analyst - Credit|Tradeweb|New York|NY|Fri, 08 Jan 2016 15:24:04 GMT|Experience in data analysis with an emphasis on data quality. Passion for heavy data analysis with emphasis on financial markets data....|http://www.indeed.com/viewjob?jk=dfc9265f6bf4181f&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|40.71154|-74.00549|7 days ago
Quant Analyst-Entry Level-Python, Private Bank-NYC|Integrated Management Resources, LLC|New York|NY|Wed, 06 Jan 2016 10:10:29 GMT|Extract credit and retail banking transaction data, conduct exploratory data analysis, and address common data issues like missing and extreme values....|http://www.indeed.com/viewjob?jk=3bc53eec042c21e8&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|40.71154|-74.00549|9 days ago
Data Analyst|Study.com|Mountain View|CA|Sun, 08 Nov 2015 08:02:51 GMT|About the Data Analyst Position. The Data Analyst must be passionate about digging into data and understanding the stories the data are telling....|http://www.indeed.com/viewjob?jk=7e5be19787161895&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|37.384617|-122.08242|30+ days ago
Analyst - Data Intelligence|Millward Brown|Boston|MA|Fri, 08 Jan 2016 06:11:05 GMT|Data Analyst - Entry Level. Convert data into business intelligence. As a Data Analyst you get to decipher and manipulate massive sets of data to find trends on...|http://www.indeed.com/viewjob?jk=9b2d15bc3044b052&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|42.357143|-71.05495|7 days ago
Data Analyst|Kforce|Chandler|AZ|Fri, 08 Jan 2016 15:46:13 GMT|Daily work within MS Access and other data bases and conducting data analysis with SQL. A Kforce client is seeking a Data Analyst for an 18 month contract...|http://www.indeed.com/viewjob?jk=ba26c6759b6c6b5a&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|33.252747|-111.82967|7 days ago
Data Analyst|Ford Motor Company|Dearborn|MI|Tue, 05 Jan 2016 05:15:09 GMT|Work with data owners to under nature of the data sources. Java, Scala, Python, R, Matlab. Identify data quality issues and develop search and visualization...|http://www.indeed.com/viewjob?jk=c47cd59081f21cab&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|42.31044|-83.18681|10 days ago
Data Analyst|Analytical Mechanics Associates, Inc.|Dallas|TX|Fri, 01 Jan 2016 11:49:03 GMT|(AMA) is actively seeking a motivated Data Analyst at our Plano, TX location. Re-factor current data process to improve the aggregation and analysis of data...|http://www.indeed.com/viewjob?jk=63bd3b66cf1907f7&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|32.782967|-96.8022|14 days ago
Data Analyst, Platform|Wish|San Francisco|CA|Mon, 28 Dec 2015 07:32:42 GMT|We're looking for data analysts to work on our Platform team. As a data analyst on platform you will drive informed decisions on core systems like:....|http://www.indeed.com/viewjob?jk=b35b6a40a2812462&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|37.774727|-122.41758|18 days ago
Engineering Quality Analyst Summer Intern|AppNexus|New York|NY|Thu, 14 Jan 2016 07:31:55 GMT|PHP, Perl, Python, Ruby). Engineering Quality Analyst Summer Intern. We design, develop, and maintain automated testing frameworks and solutions for complex big...|http://www.indeed.com/viewjob?jk=2be30ac122232560&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|40.741825|-73.990616|1 day ago
Data Analyst Consultant|DataSift|San Francisco|CA|Tue, 12 Jan 2016 02:06:30 GMT|Big data, ETL, BI / data warehouses). We are looking for an experienced Data Analyst Consultant to join our fast growing professional services team....|http://www.indeed.com/viewjob?jk=6bdf463d45c50f8e&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|37.774727|-122.41758|4 days ago
Risk Analyst-Analytics Focused|Facebook|Menlo Park|CA|Tue, 22 Dec 2015 04:30:47 GMT|Experience drawing actionable insights from data. You are someone who loves &quot;big data.&quot;. You will also be responsible for training a team of analysts on general...|http://www.indeed.com/viewjob?jk=e937af52a2cc0a9d&qd=0bN3bKJa0ozlWmp75rD-nfCjp_DZT7rspGadx5vqJsxBsmW8qZSCKKjy1u_41gruZEKCkZ3Q2dVXiFdvXxzu4MeaANB6I2kJDZngGwoNNK2jvWqIQH7QQfDngTRe4W6yQY5WkJIIgabS8vDSSHrUPoFoYMgFQvWRigFmwwOfwuEOdTHBK1pdTUqcMkUSeHZJlPbofnXk7S4DJxOKu6QY739z_dwVotiQDziUxxJJzO_9-omJfffSnf5FyAl4o_LnMmgmz4cYdLJMc_YzRleGpdXGqiUiUCxIMQ_34_gLPpSVWcIXdZ0xL9rKh7eQSgMD6Ui8oW3w8OXCAIrl3FvO7HSQg9COLbXaMRraensxbCDa8SwikJvDzcQPO014A7j6xrduDOSopTDeAevU4kah5I6ahoblcmRHUYUe81pxqY8&indpubnum=7116981571348601&atk=1a94cgqmkb0a9cob|37.453297|-122.18132|25 days ago
